seed,attack_enabled,attack_scale,target_client,canary_src,canary_dst,canary_loss,control_loss,exposure_gap,target_rank,mi_auc,mi_member_mean_loss,mi_nonmember_mean_loss
202,False,1.6,1,125,126,4.848684992076261,4.863929995455496,0.015245003379235733,53,0.5,4.8156219525227275,4.815614417108764
202,True,1.6,1,125,126,4.751794022354539,4.8638706355224794,0.11207661316794049,14,0.5,4.815176840029515,4.8151717992544985
